Employee Number,empNo.requestType,Date and Time, Access Granted?
kda000,kda000.AmendAnnualReview,2019-03-13 20:30:15,true
kda000,kda000.ReadAnnualReview,2019-03-13 20:30:15,true
kda000,kda000.AmendAnnualReview,2019-03-13 20:30:44,true
kda000,kda000.ReadAnnualReview,2019-03-13 20:30:44,true
kda000,aja000.CreateAnnualReview,2019-03-13 20:32:39,true
kda000,aja000.ReadAnnualReview,2019-03-13 20:32:45,true
kda000,kda000.ReadAnnualReview,2019-03-13 20:34:37,true
kda000,kda000.ReadAnnualReview,2019-03-13 20:36:24,true
kda000,aja000.ReadAnnualReview,2019-03-13 20:37:08,true
kda000,aja000.AmendAnnualReview,2019-03-13 20:38:16,true
kda000,aja000.ReadAnnualReview,2019-03-13 20:38:16,true
kda000,aja000.AmendAnnualReview,2019-03-13 20:38:50,true
kda000,aja000.ReadAnnualReview,2019-03-13 20:38:50,true
kda000,kda000.ReadAnnualReview,2019-03-13 20:40:08,true
aja000,aja000.ReadPersonalDetails,2019-03-17 19:13:44,false
aja000,trt657.CreatePersonalDetails,2019-03-17 19:18:09,true
aja000,trt657.AmendPersonalDetails,2019-03-17 19:22:08,true
aja000,trt657.ReadPersonalDetails,2019-03-17 19:22:08,true
aja000,trt657.AmendPersonalDetails,2019-03-17 20:48:12,true
aja000,trt657.ReadPersonalDetails,2019-03-17 20:48:12,true
aja000,trt657.AmendPersonalDetails,2019-03-17 20:48:22,true
aja000,trt657.ReadPersonalDetails,2019-03-17 20:48:22,true
aja000,trt657.AmendPersonalDetails,2019-03-17 20:48:33,true
aja000,trt657.ReadPersonalDetails,2019-03-17 20:48:33,true
aja000,trt657.AmendPersonalDetails,2019-03-17 20:49:14,true
aja000,trt657.ReadPersonalDetails,2019-03-17 20:49:14,true
aja000,21.AmendPersonalDetails,2019-03-17 20:56:40,true
aja000,21.ReadPersonalDetails,2019-03-17 20:56:40,false
aja000,21.AmendPersonalDetails,2019-03-17 20:56:48,true
aja000,21.ReadPersonalDetails,2019-03-17 20:56:48,false
kda000,kda000.ReadAnnualReview,2019-03-18 16:54:52,true
kda000,kda000.CreateAnnualReview,2019-03-18 16:55:37,false
kda000,kda000.ReadAnnualReview,2019-03-18 16:55:53,true
kda000,kda000.AmendAnnualReview,2019-03-18 16:57:51,true
kda000,kda000.ReadAnnualReview,2019-03-18 16:57:51,true
kda000,kda987.CreateAnnualReview,2019-03-18 19:38:42,false
kda000,kda987.ReadAnnualReview,2019-03-18 19:39:21,false
kda000,kda000.CreateAnnualReview,2019-03-18 19:42:24,false
kda000,kda000.ReadAnnualReview,2019-03-18 19:42:48,true
kda000,3.ReadAnnualReview,2019-03-18 19:43:47,false
kda000,kda000.ReadAnnualReview,2019-03-18 19:43:59,true
kda000,kda000.ReadAnnualReview,2019-03-18 19:44:31,true
kda000,kda000.ReadAnnualReview,2019-03-18 20:04:06,true
kda000,kda000.ReadAnnualReview,2019-03-18 20:04:27,true
kda000,kda000.ReadAnnualReview,2019-03-18 20:07:08,true
kda000,kda000.ReadAnnualReview,2019-03-18 20:07:56,true
kda000,kda000.ReadAnnualReview,2019-03-18 20:10:46,false
kda000,kda000.CreateAnnualReview,2019-03-18 20:11:02,true
kda000,kda000.ReadAnnualReview,2019-03-18 20:11:08,true
kda000,kda000.ReadAnnualReview,2019-03-18 20:11:40,true
kda000,kda000.ReadAnnualReview,2019-03-18 20:23:11,true
kda000,kda000.ReadAnnualReview,2019-03-18 20:23:39,true
kda000,kda000.ReadAnnualReview,2019-03-18 20:25:08,true
kda000,kda000.CreateAnnualReview,2019-03-18 20:27:11,false
kda000,kda000.ReadAnnualReview,2019-03-18 20:27:25,true
kda000,kda000.ReadAnnualReview,2019-03-18 20:29:22,true
kda000,kda000.ReadAnnualReview,2019-03-18 20:31:39,true
kda000,kda000.AmendAnnualReview,2019-03-18 20:31:39,false
kda000,kda000.ReadAnnualReview,2019-03-18 20:32:57,true
kda000,kda000.AmendAnnualReview,2019-03-18 20:32:57,true
kda000,kda000.ReadAnnualReview,2019-03-18 20:32:57,true
kda000,kda000.ReadAnnualReview,2019-03-18 20:34:00,true
kda000,kda000.AmendAnnualReview,2019-03-18 20:34:00,true
kda000,kda000.ReadAnnualReview,2019-03-18 20:34:00,true
kda000,kda000.ReadAnnualReview,2019-03-18 20:35:11,true
kda000,kda000.AmendAnnualReview,2019-03-18 20:35:11,false
kda000,kda000.ReadAnnualReview,2019-03-19 12:56:26,true
kda000,kda000.ReadAnnualReview,2019-03-19 12:57:06,true
kda000,kda000.AmendAnnualReview,2019-03-19 12:57:06,false
kda000,kda000.ReadAnnualReview,2019-03-19 12:59:20,true
kda000,kda000.AmendAnnualReview,2019-03-19 12:59:21,true
kda000,kda000.ReadAnnualReview,2019-03-19 12:59:21,true
kda000,kda000.ReadAnnualReview,2019-03-19 12:59:52,true
kda000,kda000.AmendAnnualReview,2019-03-19 12:59:53,true
kda000,kda000.ReadAnnualReview,2019-03-19 12:59:53,true
aja000,kda000.AmendPersonalDetails,2019-03-19 13:02:13,true
aja000,kda000.ReadPersonalDetails,2019-03-19 13:02:13,false
aja000,aja000.AmendPersonalDetails,2019-03-19 13:03:30,true
aja000,aja000.ReadPersonalDetails,2019-03-19 13:03:30,false
aja000,aja000.AmendPersonalDetails,2019-03-19 13:04:44,true
aja000,aja000.ReadPersonalDetails,2019-03-19 13:04:44,false
abc123,kda000.ReadAnnualReview,2019-03-19 13:37:19,true
abc123,kda000.AmendAnnualReview,2019-03-19 13:37:19,true
abc123,kda000.ReadAnnualReview,2019-03-19 13:37:19,true
xyz000,kda000.ReadAnnualReview,2019-03-19 13:38:42,true
xyz000,kda000.AmendAnnualReview,2019-03-19 13:38:42,false
abc123,kda000.ReadAnnualReview,2019-03-19 13:40:28,true
abc123,kda000.AmendAnnualReview,2019-03-19 13:40:28,true
abc123,kda000.ReadAnnualReview,2019-03-19 13:40:28,true
abc123,kda000.ReadAnnualReview,2019-03-19 13:41:50,true
abc123,kda000.AmendAnnualReview,2019-03-19 13:41:50,false
abc123,kda000.ReadAnnualReview,2019-03-19 15:00:03,true
abc123,kda000.ReadAnnualReview,2019-03-19 15:00:03,true
jji000,jji000.ReadAnnualReview,2019-03-19 15:07:11,false
jji000,jji000.ReadAnnualReview,2019-03-19 15:07:40,false
jji000,jji000.ReadAnnualReview,2019-03-19 15:07:54,false
jji000,jjo000.CreateAnnualReview,2019-03-19 15:09:54,false
jji000,jji000.ReadAnnualReview,2019-03-19 15:12:37,false
jji000,ojo000.CreateAnnualReview,2019-03-19 15:21:16,false
ojo000,ojo000.CreateAnnualReview,2019-03-19 15:21:49,true
ojo000,ojo000.ReadAnnualReview,2019-03-19 15:21:54,true
kda000,kda000.ReadAnnualReview,2019-03-19 15:26:03,true
kda000,kda000.ReadAnnualReview,2019-03-19 15:26:04,true
ojo000,kda000.ReadAnnualReview,2019-03-19 15:28:16,true
ojo000,kda000.ReadAnnualReview,2019-03-19 15:28:16,true
ojo000,sign.ReadAnnualReview,2019-03-19 15:31:16,false
ojo000,kda000.ReadAnnualReview,2019-03-19 15:31:42,true
ojo000,kda000.ReadAnnualReview,2019-03-19 15:31:42,true
ojo000,kda000.ReadAnnualReview,2019-03-19 15:52:36,true
ojo000,kda000.ReadAnnualReview,2019-03-19 15:52:36,true
abc123,kda000.ReadAnnualReview,2019-03-19 15:53:05,true
abc123,kda000.ReadAnnualReview,2019-03-19 15:53:06,true
kda000,kda000.ReadAnnualReview,2019-03-19 15:54:17,true
kda000,kda000.AmendAnnualReview,2019-03-19 15:54:17,true
kda000,kda000.ReadAnnualReview,2019-03-19 15:54:17,true
kda000,kda000.ReadAnnualReview,2019-03-19 15:54:33,true
kda000,kda000.ReadAnnualReview,2019-03-19 15:54:33,true
kda000,kda000.ReadAnnualReview,2019-03-19 15:54:58,true
kda000,kda000.AmendAnnualReview,2019-03-19 15:54:58,false
kda000,2.CreateAnnualReview,2019-03-19 17:30:00,false
kda000,lka890.CreateAnnualReview,2019-03-19 17:30:08,false
kda000,kda000.ReadAnnualReview,2019-03-19 17:30:16,true
kda000,kda000.ReadAnnualReview,2019-03-19 17:30:44,true
kda000,kda000.AmendAnnualReview,2019-03-19 17:30:44,false
kda000,kda000.ReadAnnualReview,2019-03-19 17:32:51,true
kda000,kda000.ReadAnnualReview,2019-03-19 18:03:25,true
kda000,kda000.AmendAnnualReview,2019-03-19 18:03:25,false
kda000,kda000.ReadAnnualReview,2019-03-21 17:29:17,true
kda000,kda000.ReadAnnualReview,2019-03-21 19:26:01,false
kda000,kda000.CreateAnnualReview,2019-03-21 19:27:54,false
kda000,kda000.CreateAnnualReview,2019-03-21 19:32:10,false
kda000,kda000.ReadAnnualReview,2019-03-21 19:36:54,false
kda000,kda000.CreateAnnualReview,2019-03-21 19:37:05,true
kda000,kda000.ReadAnnualReview,2019-03-21 19:37:09,true
kda000,kda000.ReadAnnualReview,2019-03-22 12:23:16,false
kda000,kda000.CreateAnnualReview,2019-03-22 12:23:41,false
kda000,kda000.CreateAnnualReview,2019-03-22 12:24:35,false
kda000,kda000.ReadAnnualReview,2019-03-22 12:24:44,false
kda000,kda000.ReadAnnualReview,2019-03-22 15:43:33,false
kda000,kda000.CreateAnnualReview,2019-03-22 15:43:39,false
kda000,kda000.ReadAnnualReview,2019-03-22 15:44:26,false
kda000,kda000.ReadAnnualReview,2019-03-22 15:44:38,false
abc123,kda000.ReadAnnualReview,2019-03-22 15:45:06,false
abc123,kda000.CreateAnnualReview,2019-03-22 15:45:10,false
kda000,kda000.ReadAnnualReview,2019-03-22 16:20:09,false
kda000,kda000.CreateAnnualReview,2019-03-22 16:20:15,false
kda000,kda000.ReadAnnualReview,2019-03-22 16:21:09,false
kda000,kda000.CreateAnnualReview,2019-03-22 16:21:17,false
kda000,kda000.ReadAnnualReview,2019-03-22 16:22:20,false
kda000,kda000.CreateAnnualReview,2019-03-22 16:22:25,true
kda000,kda000.ReadAnnualReview,2019-03-22 16:22:29,false
kda000,kda000.ReadAnnualReview,2019-03-22 16:25:05,true
kda000,kda000.ReadAnnualReview,2019-03-22 16:26:57,false
kda000,kda000.CreateAnnualReview,2019-03-22 16:27:02,true
kda000,kda000.ReadAnnualReview,2019-03-22 16:27:10,true
kda000,kda000.ReadAnnualReview,2019-03-22 16:28:02,true
kda000,kda000.AmendAnnualReview,2019-03-22 16:28:02,false
aja000,aja000.CreateAnnualReview,2019-03-22 17:45:00,false
aja000,aja000.ReadAnnualReview,2019-03-22 17:47:34,false
aja000,aja000.AmendPersonalDetails,2019-03-22 17:59:13,true
aja000,aja000.ReadPersonalDetails,2019-03-22 17:59:13,false
aja000,aja000.ReadAnnualReview,2019-03-22 17:59:35,false
aja000,aja000.ReadPersonalDetails,2019-03-22 18:06:59,false
aja000,aja000.CreatePersonalDetails,2019-03-22 18:07:09,true
aja000,aja000.ReadPersonalDetails,2019-03-22 18:07:11,true
aja000,aja000.CreateAnnualReview,2019-03-22 18:07:19,false
aja000,aja000.ReadPersonalDetails,2019-03-23 13:39:59,true
