Employee Number,Date and Time,Access Granted?
tes999,2019-03-03 00:32:29,true
cfi000,2019-03-03 00:34:10,true
aaa000,2019-03-03 00:34:10,true
mro000,2019-03-03 00:34:10,true
man000,2019-03-03 00:34:10,true
cfi001,2019-03-03 00:34:10,false
aaa001,2019-03-03 00:34:10,false
mro001,2019-03-03 00:34:10,false
man001,2019-03-03 00:34:10,false
aaa000,2019-03-03 00:34:10,true
aaa000,2019-03-03 00:34:10,false
tes999,2019-03-03 00:34:10,false
tes999,2019-03-03 00:34:10,true
cfi000,2019-03-03 00:34:53,true
aaa000,2019-03-03 00:34:53,true
mro000,2019-03-03 00:34:53,true
man000,2019-03-03 00:34:53,true
cfi001,2019-03-03 00:34:53,false
aaa001,2019-03-03 00:34:53,false
mro001,2019-03-03 00:34:53,false
man001,2019-03-03 00:34:53,false
aaa000,2019-03-03 00:34:53,true
aaa000,2019-03-03 00:34:53,false
tes999,2019-03-03 00:34:53,false
tes999,2019-03-03 00:34:53,true
cfi000,2019-03-03 00:35:20,true
aaa000,2019-03-03 00:35:20,true
mro000,2019-03-03 00:35:20,true
man000,2019-03-03 00:35:20,true
cfi001,2019-03-03 00:35:20,false
aaa001,2019-03-03 00:35:20,false
mro001,2019-03-03 00:35:20,false
man001,2019-03-03 00:35:20,false
aaa000,2019-03-03 00:35:20,true
aaa000,2019-03-03 00:35:20,false
tes999,2019-03-03 00:35:20,false
tes999,2019-03-03 00:35:21,true
cfi000,2019-03-03 00:37:43,true
aaa000,2019-03-03 00:37:43,true
mro000,2019-03-03 00:37:43,true
man000,2019-03-03 00:37:43,true
cfi001,2019-03-03 00:37:43,false
aaa001,2019-03-03 00:37:43,false
mro001,2019-03-03 00:37:43,false
man001,2019-03-03 00:37:43,false
aaa000,2019-03-03 00:37:43,true
aaa000,2019-03-03 00:37:43,false
tes999,2019-03-03 00:37:43,false
tes999,2019-03-03 00:37:43,true
cfi000,2019-03-03 00:37:43,false
aaa000,2019-03-03 00:37:44,false
mro000,2019-03-03 00:37:44,false
man000,2019-03-03 00:37:44,false
cfi000,2019-03-03 21:08:04,true
aaa000,2019-03-03 21:08:04,true
mro000,2019-03-03 21:08:04,true
man000,2019-03-03 21:08:04,true
cfi001,2019-03-03 21:08:04,false
aaa001,2019-03-03 21:08:04,false
mro001,2019-03-03 21:08:04,false
man001,2019-03-03 21:08:04,false
aaa000,2019-03-03 21:08:04,true
aaa000,2019-03-03 21:08:04,false
tes999,2019-03-03 21:08:04,false
tes999,2019-03-03 21:08:04,true
cfi000,2019-03-03 21:08:05,false
aaa000,2019-03-03 21:08:05,false
mro000,2019-03-03 21:08:05,false
man000,2019-03-03 21:08:05,false
cfi000,2019-03-03 21:08:05,true
aaa000,2019-03-03 21:08:05,true
mro000,2019-03-03 21:08:05,true
man000,2019-03-03 21:08:05,true
cfi000,2019-03-03 21:08:05,true
cfi001,2019-03-03 21:08:05,false
aaa001,2019-03-03 21:08:05,false
mro001,2019-03-03 21:08:05,false
man001,2019-03-03 21:08:05,false
cfi000,2019-03-03 21:08:05,true
aaa000,2019-03-03 21:08:05,true
mro000,2019-03-03 21:08:05,true
man000,2019-03-03 21:08:05,true
cfi000,2019-03-03 21:08:05,true
cfi001,2019-03-03 21:08:05,false
aaa001,2019-03-03 21:08:05,false
mro001,2019-03-03 21:08:05,false
man001,2019-03-03 21:08:05,false
cfi000,2019-03-03 21:08:05,true
aaa000,2019-03-03 21:08:05,true
cfi000,2019-03-03 21:21:57,true
aaa000,2019-03-03 21:21:58,true
mro000,2019-03-03 21:21:58,true
man000,2019-03-03 21:21:58,true
cfi001,2019-03-03 21:21:58,false
aaa001,2019-03-03 21:21:58,false
mro001,2019-03-03 21:21:58,false
man001,2019-03-03 21:21:58,false
aaa000,2019-03-03 21:21:58,true
aaa000,2019-03-03 21:21:58,false
tes999,2019-03-03 21:21:58,false
tes999,2019-03-03 21:21:58,true
cfi000,2019-03-03 21:21:58,false
aaa000,2019-03-03 21:21:58,false
mro000,2019-03-03 21:21:58,false
man000,2019-03-03 21:21:58,false
cfi000,2019-03-03 21:21:58,true
aaa000,2019-03-03 21:21:58,true
mro000,2019-03-03 21:21:58,true
man000,2019-03-03 21:21:58,true
cfi000,2019-03-03 21:21:58,true
cfi001,2019-03-03 21:21:58,false
aaa001,2019-03-03 21:21:58,false
mro001,2019-03-03 21:21:58,false
man001,2019-03-03 21:21:58,false
cfi000,2019-03-03 21:21:58,true
aaa000,2019-03-03 21:21:58,true
mro000,2019-03-03 21:21:58,true
man000,2019-03-03 21:21:58,true
cfi000,2019-03-03 21:21:58,true
cfi001,2019-03-03 21:21:59,false
aaa001,2019-03-03 21:21:59,false
mro001,2019-03-03 21:21:59,false
man001,2019-03-03 21:21:59,false
cfi000,2019-03-03 21:21:59,true
aaa000,2019-03-03 21:21:59,true
cfi000,2019-03-03 21:23:20,true
aaa000,2019-03-03 21:23:20,true
mro000,2019-03-03 21:23:20,true
man000,2019-03-03 21:23:20,true
cfi001,2019-03-03 21:23:20,false
aaa001,2019-03-03 21:23:20,false
mro001,2019-03-03 21:23:20,false
man001,2019-03-03 21:23:20,false
aaa000,2019-03-03 21:23:20,true
aaa000,2019-03-03 21:23:20,false
tes999,2019-03-03 21:23:20,false
tes999,2019-03-03 21:23:20,true
cfi000,2019-03-03 21:23:20,false
aaa000,2019-03-03 21:23:20,false
mro000,2019-03-03 21:23:21,false
man000,2019-03-03 21:23:21,false
cfi000,2019-03-03 21:23:21,true
aaa000,2019-03-03 21:23:21,true
mro000,2019-03-03 21:23:21,true
man000,2019-03-03 21:23:21,true
cfi000,2019-03-03 21:23:21,true
cfi001,2019-03-03 21:23:21,false
aaa001,2019-03-03 21:23:21,false
mro001,2019-03-03 21:23:21,false
man001,2019-03-03 21:23:21,false
cfi000,2019-03-03 21:23:21,true
aaa000,2019-03-03 21:23:21,true
mro000,2019-03-03 21:23:21,true
man000,2019-03-03 21:23:21,true
cfi000,2019-03-03 21:23:21,true
cfi001,2019-03-03 21:23:22,false
aaa001,2019-03-03 21:23:22,false
mro001,2019-03-03 21:23:22,false
man001,2019-03-03 21:23:22,false
cfi000,2019-03-03 21:23:22,true
aaa000,2019-03-03 21:23:22,true
cfi000,2019-03-03 21:26:30,true
aaa000,2019-03-03 21:26:31,true
mro000,2019-03-03 21:26:31,true
man000,2019-03-03 21:26:31,true
cfi001,2019-03-03 21:26:31,false
aaa001,2019-03-03 21:26:31,false
mro001,2019-03-03 21:26:31,false
man001,2019-03-03 21:26:31,false
aaa000,2019-03-03 21:26:31,true
aaa000,2019-03-03 21:26:31,false
tes999,2019-03-03 21:26:31,false
tes999,2019-03-03 21:26:31,true
cfi000,2019-03-03 21:26:31,false
aaa000,2019-03-03 21:26:31,false
mro000,2019-03-03 21:26:31,false
man000,2019-03-03 21:26:31,false
cfi000,2019-03-03 21:26:31,true
aaa000,2019-03-03 21:26:31,true
mro000,2019-03-03 21:26:31,true
man000,2019-03-03 21:26:31,true
cfi000,2019-03-03 21:26:31,true
cfi001,2019-03-03 21:26:31,false
aaa001,2019-03-03 21:26:31,false
mro001,2019-03-03 21:26:31,false
man001,2019-03-03 21:26:31,false
cfi000,2019-03-03 21:26:31,true
aaa000,2019-03-03 21:26:31,true
mro000,2019-03-03 21:26:31,true
man000,2019-03-03 21:26:31,true
cfi000,2019-03-03 21:26:31,true
cfi001,2019-03-03 21:26:32,false
aaa001,2019-03-03 21:26:32,false
mro001,2019-03-03 21:26:32,false
man001,2019-03-03 21:26:32,false
cfi000,2019-03-03 21:26:32,true
aaa000,2019-03-03 21:26:32,true
cfi000,2019-03-03 21:27:34,true
aaa000,2019-03-03 21:27:35,true
mro000,2019-03-03 21:27:35,true
man000,2019-03-03 21:27:35,true
cfi001,2019-03-03 21:27:35,false
aaa001,2019-03-03 21:27:35,false
mro001,2019-03-03 21:27:35,false
man001,2019-03-03 21:27:35,false
aaa000,2019-03-03 21:27:35,true
aaa000,2019-03-03 21:27:35,false
tes999,2019-03-03 21:27:35,false
tes999,2019-03-03 21:27:35,true
cfi000,2019-03-03 21:27:35,false
aaa000,2019-03-03 21:27:35,false
mro000,2019-03-03 21:27:35,false
man000,2019-03-03 21:27:35,false
cfi000,2019-03-03 21:27:35,true
aaa000,2019-03-03 21:27:35,true
mro000,2019-03-03 21:27:35,true
man000,2019-03-03 21:27:35,true
cfi000,2019-03-03 21:27:35,true
cfi001,2019-03-03 21:27:35,false
aaa001,2019-03-03 21:27:35,false
mro001,2019-03-03 21:27:35,false
man001,2019-03-03 21:27:35,false
cfi000,2019-03-03 21:27:35,true
aaa000,2019-03-03 21:27:35,true
mro000,2019-03-03 21:27:35,true
man000,2019-03-03 21:27:35,true
cfi000,2019-03-03 21:27:35,true
cfi001,2019-03-03 21:27:36,false
aaa001,2019-03-03 21:27:36,false
mro001,2019-03-03 21:27:36,false
man001,2019-03-03 21:27:36,false
cfi000,2019-03-03 21:27:36,true
aaa000,2019-03-03 21:27:36,true
cfi000,2019-03-03 21:27:57,true
aaa000,2019-03-03 21:27:57,true
mro000,2019-03-03 21:27:57,true
man000,2019-03-03 21:27:57,true
cfi001,2019-03-03 21:27:57,false
aaa001,2019-03-03 21:27:57,false
mro001,2019-03-03 21:27:57,false
man001,2019-03-03 21:27:57,false
aaa000,2019-03-03 21:27:57,true
aaa000,2019-03-03 21:27:57,false
tes999,2019-03-03 21:27:57,false
tes999,2019-03-03 21:27:57,true
cfi000,2019-03-03 21:27:57,false
aaa000,2019-03-03 21:27:57,false
mro000,2019-03-03 21:27:57,false
man000,2019-03-03 21:27:57,false
cfi000,2019-03-03 21:27:57,true
aaa000,2019-03-03 21:27:57,true
mro000,2019-03-03 21:27:57,true
man000,2019-03-03 21:27:57,true
cfi000,2019-03-03 21:27:57,true
cfi001,2019-03-03 21:27:57,false
aaa001,2019-03-03 21:27:57,false
mro001,2019-03-03 21:27:57,false
man001,2019-03-03 21:27:57,false
cfi000,2019-03-03 21:27:58,true
aaa000,2019-03-03 21:27:58,true
mro000,2019-03-03 21:27:58,true
man000,2019-03-03 21:27:58,true
cfi000,2019-03-03 21:27:58,true
cfi001,2019-03-03 21:27:58,false
aaa001,2019-03-03 21:27:58,false
mro001,2019-03-03 21:27:58,false
man001,2019-03-03 21:27:58,false
cfi000,2019-03-03 21:27:58,true
aaa000,2019-03-03 21:27:58,true
cfi000,2019-03-03 21:31:20,true
aaa000,2019-03-03 21:31:21,true
mro000,2019-03-03 21:31:21,true
man000,2019-03-03 21:31:21,true
cfi001,2019-03-03 21:31:21,false
aaa001,2019-03-03 21:31:21,false
mro001,2019-03-03 21:31:21,false
man001,2019-03-03 21:31:21,false
aaa000,2019-03-03 21:31:21,true
aaa000,2019-03-03 21:31:21,false
tes999,2019-03-03 21:31:21,false
tes999,2019-03-03 21:31:21,true
cfi000,2019-03-03 21:31:21,false
aaa000,2019-03-03 21:31:21,false
mro000,2019-03-03 21:31:21,false
man000,2019-03-03 21:31:21,false
cfi000,2019-03-03 21:31:21,true
aaa000,2019-03-03 21:31:21,true
mro000,2019-03-03 21:31:21,true
man000,2019-03-03 21:31:21,true
cfi000,2019-03-03 21:31:21,true
cfi001,2019-03-03 21:31:21,false
aaa001,2019-03-03 21:31:21,false
mro001,2019-03-03 21:31:21,false
man001,2019-03-03 21:31:21,false
cfi000,2019-03-03 21:31:21,true
aaa000,2019-03-03 21:31:22,true
mro000,2019-03-03 21:31:22,true
man000,2019-03-03 21:31:22,true
cfi000,2019-03-03 21:31:22,true
cfi001,2019-03-03 21:31:22,false
aaa001,2019-03-03 21:31:22,false
mro001,2019-03-03 21:31:22,false
man001,2019-03-03 21:31:22,false
cfi000,2019-03-03 21:31:22,true
aaa000,2019-03-03 21:31:22,true
cfi000,2019-03-03 21:32:51,true
aaa000,2019-03-03 21:32:51,true
mro000,2019-03-03 21:32:51,true
man000,2019-03-03 21:32:51,true
cfi001,2019-03-03 21:32:51,false
aaa001,2019-03-03 21:32:51,false
mro001,2019-03-03 21:32:51,false
man001,2019-03-03 21:32:51,false
aaa000,2019-03-03 21:32:51,true
aaa000,2019-03-03 21:32:51,false
tes999,2019-03-03 21:32:51,false
tes999,2019-03-03 21:32:51,true
cfi000,2019-03-03 21:32:51,false
aaa000,2019-03-03 21:32:51,false
mro000,2019-03-03 21:32:51,false
man000,2019-03-03 21:32:51,false
cfi000,2019-03-03 21:32:51,true
aaa000,2019-03-03 21:32:51,true
mro000,2019-03-03 21:32:51,true
man000,2019-03-03 21:32:51,true
cfi000,2019-03-03 21:32:51,true
cfi001,2019-03-03 21:32:51,false
aaa001,2019-03-03 21:32:51,false
mro001,2019-03-03 21:32:51,false
man001,2019-03-03 21:32:51,false
cfi000,2019-03-03 21:32:51,true
aaa000,2019-03-03 21:32:51,true
mro000,2019-03-03 21:32:51,true
man000,2019-03-03 21:32:51,true
cfi000,2019-03-03 21:32:51,true
cfi001,2019-03-03 21:32:52,false
aaa001,2019-03-03 21:32:52,false
mro001,2019-03-03 21:32:52,false
man001,2019-03-03 21:32:52,false
cfi000,2019-03-03 21:32:52,true
aaa000,2019-03-03 21:32:52,true
cfi000,2019-03-03 21:35:14,true
aaa000,2019-03-03 21:35:15,true
mro000,2019-03-03 21:35:15,true
man000,2019-03-03 21:35:15,true
cfi001,2019-03-03 21:35:15,false
aaa001,2019-03-03 21:35:15,false
mro001,2019-03-03 21:35:15,false
man001,2019-03-03 21:35:15,false
aaa000,2019-03-03 21:35:15,true
aaa000,2019-03-03 21:35:15,false
tes999,2019-03-03 21:35:15,false
tes999,2019-03-03 21:35:15,true
cfi000,2019-03-03 21:35:15,false
aaa000,2019-03-03 21:35:15,false
mro000,2019-03-03 21:35:15,false
man000,2019-03-03 21:35:15,false
cfi000,2019-03-03 21:35:15,true
aaa000,2019-03-03 21:35:15,true
mro000,2019-03-03 21:35:15,true
man000,2019-03-03 21:35:15,true
cfi000,2019-03-03 21:35:15,true
cfi001,2019-03-03 21:35:15,false
aaa001,2019-03-03 21:35:15,false
mro001,2019-03-03 21:35:15,false
man001,2019-03-03 21:35:15,false
cfi000,2019-03-03 21:35:15,true
aaa000,2019-03-03 21:35:15,true
mro000,2019-03-03 21:35:15,true
man000,2019-03-03 21:35:15,true
cfi000,2019-03-03 21:35:15,true
cfi001,2019-03-03 21:35:15,false
aaa001,2019-03-03 21:35:15,false
mro001,2019-03-03 21:35:15,false
man001,2019-03-03 21:35:15,false
cfi000,2019-03-03 21:35:16,true
aaa000,2019-03-03 21:35:16,true
cfi000,2019-03-03 21:38:20,true
aaa000,2019-03-03 21:38:20,true
mro000,2019-03-03 21:38:20,true
man000,2019-03-03 21:38:20,true
cfi001,2019-03-03 21:38:20,false
aaa001,2019-03-03 21:38:20,false
mro001,2019-03-03 21:38:20,false
man001,2019-03-03 21:38:20,false
aaa000,2019-03-03 21:38:20,true
aaa000,2019-03-03 21:38:20,false
tes999,2019-03-03 21:38:20,false
tes999,2019-03-03 21:38:20,true
cfi000,2019-03-03 21:38:21,false
aaa000,2019-03-03 21:38:21,false
mro000,2019-03-03 21:38:21,false
man000,2019-03-03 21:38:21,false
cfi000,2019-03-03 21:38:21,true
aaa000,2019-03-03 21:38:21,true
mro000,2019-03-03 21:38:21,true
man000,2019-03-03 21:38:21,true
cfi000,2019-03-03 21:38:21,true
cfi001,2019-03-03 21:38:21,false
aaa001,2019-03-03 21:38:21,false
mro001,2019-03-03 21:38:21,false
man001,2019-03-03 21:38:21,false
cfi000,2019-03-03 21:38:21,true
aaa000,2019-03-03 21:38:21,true
mro000,2019-03-03 21:38:21,true
man000,2019-03-03 21:38:21,true
cfi000,2019-03-03 21:38:21,true
cfi001,2019-03-03 21:38:21,false
aaa001,2019-03-03 21:38:21,false
mro001,2019-03-03 21:38:21,false
man001,2019-03-03 21:38:21,false
cfi000,2019-03-03 21:38:22,true
aaa000,2019-03-03 21:38:22,true
cfi000,2019-03-03 21:40:07,true
aaa000,2019-03-03 21:40:07,true
mro000,2019-03-03 21:40:08,true
man000,2019-03-03 21:40:08,true
cfi001,2019-03-03 21:40:08,false
aaa001,2019-03-03 21:40:08,false
mro001,2019-03-03 21:40:08,false
man001,2019-03-03 21:40:08,false
aaa000,2019-03-03 21:40:08,true
aaa000,2019-03-03 21:40:08,false
tes999,2019-03-03 21:40:08,false
tes999,2019-03-03 21:40:08,true
cfi000,2019-03-03 21:40:08,false
aaa000,2019-03-03 21:40:08,false
mro000,2019-03-03 21:40:08,false
man000,2019-03-03 21:40:08,false
cfi000,2019-03-03 21:40:08,true
aaa000,2019-03-03 21:40:08,true
mro000,2019-03-03 21:40:08,true
man000,2019-03-03 21:40:08,true
cfi000,2019-03-03 21:40:08,true
cfi001,2019-03-03 21:40:08,false
aaa001,2019-03-03 21:40:08,false
mro001,2019-03-03 21:40:08,false
man001,2019-03-03 21:40:08,false
cfi000,2019-03-03 21:40:08,true
aaa000,2019-03-03 21:40:08,true
mro000,2019-03-03 21:40:08,true
man000,2019-03-03 21:40:08,true
cfi000,2019-03-03 21:40:09,true
aaa000,2019-03-03 21:40:09,true
mro000,2019-03-03 21:40:09,true
man000,2019-03-03 21:40:09,true
cfi001,2019-03-03 21:40:09,false
aaa001,2019-03-03 21:40:09,false
mro001,2019-03-03 21:40:09,false
man001,2019-03-03 21:40:09,false
cfi000,2019-03-03 21:40:09,true
aaa000,2019-03-03 21:40:09,true
cfi000,2019-03-03 21:40:53,true
aaa000,2019-03-03 21:40:53,true
mro000,2019-03-03 21:40:53,true
man000,2019-03-03 21:40:53,true
cfi001,2019-03-03 21:40:53,false
aaa001,2019-03-03 21:40:53,false
mro001,2019-03-03 21:40:53,false
man001,2019-03-03 21:40:53,false
aaa000,2019-03-03 21:40:54,true
aaa000,2019-03-03 21:40:54,false
tes999,2019-03-03 21:40:54,false
tes999,2019-03-03 21:40:54,true
cfi000,2019-03-03 21:40:54,false
aaa000,2019-03-03 21:40:54,false
mro000,2019-03-03 21:40:54,false
man000,2019-03-03 21:40:54,false
cfi000,2019-03-03 21:40:54,true
aaa000,2019-03-03 21:40:54,true
mro000,2019-03-03 21:40:54,true
man000,2019-03-03 21:40:54,true
cfi000,2019-03-03 21:40:54,true
cfi001,2019-03-03 21:40:54,false
aaa001,2019-03-03 21:40:54,false
mro001,2019-03-03 21:40:54,false
man001,2019-03-03 21:40:54,false
cfi000,2019-03-03 21:40:54,true
aaa000,2019-03-03 21:40:54,true
mro000,2019-03-03 21:40:54,true
man000,2019-03-03 21:40:54,true
cfi000,2019-03-03 21:40:54,true
aaa000,2019-03-03 21:40:54,true
mro000,2019-03-03 21:40:54,true
man000,2019-03-03 21:40:54,true
cfi001,2019-03-03 21:40:54,false
aaa001,2019-03-03 21:40:54,false
mro001,2019-03-03 21:40:54,false
man001,2019-03-03 21:40:54,false
cfi000,2019-03-03 21:40:55,true
aaa000,2019-03-03 21:40:55,true
cfi000,2019-03-03 21:42:11,true
aaa000,2019-03-03 21:42:11,true
mro000,2019-03-03 21:42:11,true
man000,2019-03-03 21:42:11,true
cfi001,2019-03-03 21:42:11,false
aaa001,2019-03-03 21:42:11,false
mro001,2019-03-03 21:42:12,false
man001,2019-03-03 21:42:12,false
aaa000,2019-03-03 21:42:12,true
aaa000,2019-03-03 21:42:12,false
tes999,2019-03-03 21:42:12,false
tes999,2019-03-03 21:42:12,true
cfi000,2019-03-03 21:42:12,false
aaa000,2019-03-03 21:42:12,false
mro000,2019-03-03 21:42:12,false
man000,2019-03-03 21:42:12,false
cfi000,2019-03-03 21:42:12,true
aaa000,2019-03-03 21:42:12,true
mro000,2019-03-03 21:42:12,true
man000,2019-03-03 21:42:12,true
cfi000,2019-03-03 21:42:12,true
cfi001,2019-03-03 21:42:12,false
aaa001,2019-03-03 21:42:12,false
mro001,2019-03-03 21:42:12,false
man001,2019-03-03 21:42:12,false
cfi000,2019-03-03 21:42:12,true
aaa000,2019-03-03 21:42:12,true
mro000,2019-03-03 21:42:12,true
man000,2019-03-03 21:42:12,true
cfi000,2019-03-03 21:42:13,true
aaa000,2019-03-03 21:42:13,true
mro000,2019-03-03 21:42:13,true
man000,2019-03-03 21:42:13,true
cfi001,2019-03-03 21:42:13,false
aaa001,2019-03-03 21:42:13,false
mro001,2019-03-03 21:42:13,false
man001,2019-03-03 21:42:13,false
cfi000,2019-03-03 21:42:13,true
aaa000,2019-03-03 21:42:13,true
cfi000,2019-03-04 01:18:06,true
aaa000,2019-03-04 01:18:06,true
mro000,2019-03-04 01:18:06,true
man000,2019-03-04 01:18:06,true
cfi001,2019-03-04 01:18:06,false
aaa001,2019-03-04 01:18:06,false
mro001,2019-03-04 01:18:06,false
man001,2019-03-04 01:18:06,false
aaa000,2019-03-04 01:18:06,true
aaa000,2019-03-04 01:18:06,false
tes999,2019-03-04 01:18:06,false
tes999,2019-03-04 01:18:06,true
cfi000,2019-03-04 01:18:06,false
aaa000,2019-03-04 01:18:06,false
mro000,2019-03-04 01:18:06,false
man000,2019-03-04 01:18:06,false
cfi000,2019-03-04 01:18:07,true
aaa000,2019-03-04 01:18:07,true
mro000,2019-03-04 01:18:07,true
man000,2019-03-04 01:18:07,true
cfi000,2019-03-04 01:18:07,true
cfi001,2019-03-04 01:18:07,false
aaa001,2019-03-04 01:18:07,false
mro001,2019-03-04 01:18:07,false
man001,2019-03-04 01:18:07,false
cfi000,2019-03-04 01:18:07,true
aaa000,2019-03-04 01:18:07,true
mro000,2019-03-04 01:18:07,true
man000,2019-03-04 01:18:07,true
cfi000,2019-03-04 01:18:08,true
aaa000,2019-03-04 01:18:08,true
mro000,2019-03-04 01:18:08,true
man000,2019-03-04 01:18:08,true
cfi001,2019-03-04 01:18:08,false
aaa001,2019-03-04 01:18:08,false
mro001,2019-03-04 01:18:08,false
man001,2019-03-04 01:18:08,false
cfi000,2019-03-04 01:18:08,true
aaa000,2019-03-04 01:18:08,true
cfi000,2019-03-04 01:25:26,true
aaa000,2019-03-04 01:25:26,true
mro000,2019-03-04 01:25:26,true
man000,2019-03-04 01:25:26,true
cfi001,2019-03-04 01:25:26,false
aaa001,2019-03-04 01:25:26,false
mro001,2019-03-04 01:25:26,false
man001,2019-03-04 01:25:26,false
aaa000,2019-03-04 01:25:26,true
aaa000,2019-03-04 01:25:26,false
tes999,2019-03-04 01:25:26,false
tes999,2019-03-04 01:25:26,true
cfi000,2019-03-04 01:25:26,false
aaa000,2019-03-04 01:25:26,false
mro000,2019-03-04 01:25:26,false
man000,2019-03-04 01:25:26,false
cfi000,2019-03-04 01:25:27,true
aaa000,2019-03-04 01:25:27,true
mro000,2019-03-04 01:25:27,true
man000,2019-03-04 01:25:27,true
cfi000,2019-03-04 01:25:27,true
cfi001,2019-03-04 01:25:27,false
aaa001,2019-03-04 01:25:27,false
mro001,2019-03-04 01:25:27,false
man001,2019-03-04 01:25:27,false
cfi000,2019-03-04 01:25:27,true
aaa000,2019-03-04 01:25:27,true
mro000,2019-03-04 01:25:27,true
man000,2019-03-04 01:25:27,true
cfi000,2019-03-04 01:25:28,true
aaa000,2019-03-04 01:25:28,true
mro000,2019-03-04 01:25:28,true
man000,2019-03-04 01:25:28,true
cfi001,2019-03-04 01:25:28,false
aaa001,2019-03-04 01:25:28,false
mro001,2019-03-04 01:25:28,false
man001,2019-03-04 01:25:28,false
cfi000,2019-03-04 01:25:28,true
aaa000,2019-03-04 01:25:28,true
cfi000,2019-03-04 01:43:46,true
aaa000,2019-03-04 01:43:46,true
mro000,2019-03-04 01:43:46,true
man000,2019-03-04 01:43:46,true
cfi001,2019-03-04 01:43:46,false
aaa001,2019-03-04 01:43:46,false
mro001,2019-03-04 01:43:46,false
man001,2019-03-04 01:43:46,false
aaa000,2019-03-04 01:43:46,true
aaa000,2019-03-04 01:43:46,false
tes999,2019-03-04 01:43:46,false
tes999,2019-03-04 01:43:46,true
cfi000,2019-03-04 01:43:46,false
aaa000,2019-03-04 01:43:46,false
mro000,2019-03-04 01:43:46,false
man000,2019-03-04 01:43:46,false
cfi000,2019-03-04 01:43:47,true
aaa000,2019-03-04 01:43:47,true
mro000,2019-03-04 01:43:47,true
man000,2019-03-04 01:43:47,true
