Employee Number,empNo.requestType,Date and Time, Access Granted?
cfi000,emp001.ReadPersonalDetails,2019-03-08 12:12:12,false
cfi000,aaa000.CreatePersonalDetails,2019-03-08 12:12:12,true
aaa000,aaa000.ReadPersonalDetails,2019-03-08 12:12:12,true
aaa000,aaa000.AmendPersonalDetails,2019-03-08 12:12:12,true
aaa000,aaa000.ReadPersonalDetails,2019-03-08 12:12:12,true
aaa000,aaa000.ReadPersonalDetails,2019-03-08 12:12:12,true
cfi000,aaa000.CreatePersonalDetails,2019-03-08 12:27:24,true
cfi000,aaa000.ReadPersonalDetails,2019-03-08 12:27:24,true
cfi000,aaa000.AmendPersonalDetails,2019-03-08 12:27:24,true
cfi000,aaa000.ReadPersonalDetails,2019-03-08 12:27:24,true
cfi000,aaa000.ReadPersonalDetails,2019-03-08 12:27:24,true
aaa000,aaa000.CreatePersonalDetails,2019-03-08 12:27:24,false
cfi000,cfi000.CreatePersonalDetails,2019-03-08 12:27:24,true
cfi000,cfi000.ReadPersonalDetails,2019-03-08 12:27:24,true
cfi000,cfi000.CreatePersonalDetails,2019-03-08 12:27:25,true
cfi000,cfi000.CreatePersonalDetails,2019-03-08 12:27:25,false
cfi000,emp001.ReadPersonalDetails,2019-03-08 12:27:25,false
cfi000,aaa000.CreatePersonalDetails,2019-03-08 12:27:25,true
aaa000,aaa000.ReadPersonalDetails,2019-03-08 12:27:25,true
aaa000,aaa000.AmendPersonalDetails,2019-03-08 12:27:25,true
aaa000,aaa000.ReadPersonalDetails,2019-03-08 12:27:25,true
aaa000,aaa000.ReadPersonalDetails,2019-03-08 12:27:25,true
cfi000,aaa000.CreatePersonalDetails,2019-03-08 12:35:25,true
cfi000,aaa000.ReadPersonalDetails,2019-03-08 12:35:25,true
cfi000,aaa000.AmendPersonalDetails,2019-03-08 12:35:25,true
cfi000,aaa000.ReadPersonalDetails,2019-03-08 12:35:25,true
cfi000,aaa000.ReadPersonalDetails,2019-03-08 12:35:25,true
aaa000,aaa000.CreatePersonalDetails,2019-03-08 12:35:25,false
cfi000,cfi000.CreatePersonalDetails,2019-03-08 12:35:25,true
cfi000,cfi000.ReadPersonalDetails,2019-03-08 12:35:25,true
cfi000,cfi000.CreatePersonalDetails,2019-03-08 12:35:26,true
cfi000,cfi000.CreatePersonalDetails,2019-03-08 12:35:26,false
cfi000,emp001.ReadPersonalDetails,2019-03-08 12:35:26,false
cfi000,aaa000.CreatePersonalDetails,2019-03-08 12:35:26,true
aaa000,aaa000.ReadPersonalDetails,2019-03-08 12:35:26,true
aaa000,aaa000.AmendPersonalDetails,2019-03-08 12:35:26,true
aaa000,aaa000.ReadPersonalDetails,2019-03-08 12:35:26,true
aaa000,aaa000.ReadPersonalDetails,2019-03-08 12:35:26,true
cfi000,aaa000.CreatePersonalDetails,2019-03-08 12:45:26,true
cfi000,aaa000.ReadPersonalDetails,2019-03-08 12:45:26,true
cfi000,aaa000.AmendPersonalDetails,2019-03-08 12:45:26,true
cfi000,aaa000.ReadPersonalDetails,2019-03-08 12:45:26,true
cfi000,aaa000.ReadPersonalDetails,2019-03-08 12:45:26,true
aaa000,aaa000.CreatePersonalDetails,2019-03-08 12:45:26,false
cfi000,cfi000.CreatePersonalDetails,2019-03-08 12:45:26,true
cfi000,cfi000.ReadPersonalDetails,2019-03-08 12:45:26,true
cfi000,cfi000.CreatePersonalDetails,2019-03-08 12:45:27,true
cfi000,cfi000.CreatePersonalDetails,2019-03-08 12:45:27,false
cfi000,emp001.ReadPersonalDetails,2019-03-08 12:45:27,false
cfi000,aaa000.CreatePersonalDetails,2019-03-08 12:45:27,true
aaa000,aaa000.ReadPersonalDetails,2019-03-08 12:45:27,true
aaa000,aaa000.AmendPersonalDetails,2019-03-08 12:45:27,true
aaa000,aaa000.ReadPersonalDetails,2019-03-08 12:45:27,true
aaa000,aaa000.ReadPersonalDetails,2019-03-08 12:45:27,true
cfi000,aaa000.CreatePersonalDetails,2019-03-08 13:15:36,true
cfi000,aaa000.ReadPersonalDetails,2019-03-08 13:15:36,true
cfi000,aaa000.AmendPersonalDetails,2019-03-08 13:15:36,true
cfi000,aaa000.ReadPersonalDetails,2019-03-08 13:15:36,true
cfi000,aaa000.ReadPersonalDetails,2019-03-08 13:15:36,true
aaa000,aaa000.CreatePersonalDetails,2019-03-08 13:15:36,false
cfi000,cfi000.CreatePersonalDetails,2019-03-08 13:15:36,true
cfi000,cfi000.ReadPersonalDetails,2019-03-08 13:15:36,true
cfi000,cfi000.CreatePersonalDetails,2019-03-08 13:15:36,true
cfi000,cfi000.CreatePersonalDetails,2019-03-08 13:15:36,false
cfi000,emp001.ReadPersonalDetails,2019-03-08 13:15:36,false
cfi000,aaa000.CreatePersonalDetails,2019-03-08 13:15:36,true
aaa000,aaa000.ReadPersonalDetails,2019-03-08 13:15:36,true
aaa000,aaa000.AmendPersonalDetails,2019-03-08 13:15:36,true
aaa000,aaa000.ReadPersonalDetails,2019-03-08 13:15:36,true
aaa000,aaa000.ReadPersonalDetails,2019-03-08 13:15:36,true
cfi000,aaa000.CreatePersonalDetails,2019-03-08 15:56:44,true
cfi000,aaa000.ReadPersonalDetails,2019-03-08 15:56:44,true
cfi000,aaa000.AmendPersonalDetails,2019-03-08 15:56:44,true
cfi000,aaa000.ReadPersonalDetails,2019-03-08 15:56:44,true
cfi000,aaa000.ReadPersonalDetails,2019-03-08 15:56:44,true
aaa000,aaa000.CreatePersonalDetails,2019-03-08 15:56:44,false
cfi000,cfi000.CreatePersonalDetails,2019-03-08 15:56:44,true
cfi000,cfi000.ReadPersonalDetails,2019-03-08 15:56:44,true
cfi000,cfi000.CreatePersonalDetails,2019-03-08 15:56:45,true
cfi000,cfi000.CreatePersonalDetails,2019-03-08 15:56:45,false
cfi000,emp001.ReadPersonalDetails,2019-03-08 15:56:45,false
cfi000,aaa000.CreatePersonalDetails,2019-03-08 15:56:45,true
aaa000,aaa000.ReadPersonalDetails,2019-03-08 15:56:45,true
aaa000,aaa000.AmendPersonalDetails,2019-03-08 15:56:45,true
aaa000,aaa000.ReadPersonalDetails,2019-03-08 15:56:45,true
aaa000,aaa000.ReadPersonalDetails,2019-03-08 15:56:45,true
cfi000,aaa000.CreatePersonalDetails,2019-03-11 19:58:34,true
cfi000,aaa000.ReadPersonalDetails,2019-03-11 19:58:34,true
cfi000,aaa000.AmendPersonalDetails,2019-03-11 19:58:34,true
cfi000,aaa000.ReadPersonalDetails,2019-03-11 19:58:34,true
cfi000,aaa000.ReadPersonalDetails,2019-03-11 19:58:34,true
aaa000,aaa000.CreatePersonalDetails,2019-03-11 19:58:34,false
cfi000,cfi000.CreatePersonalDetails,2019-03-11 19:58:35,true
cfi000,cfi000.ReadPersonalDetails,2019-03-11 19:58:35,true
cfi000,cfi000.CreatePersonalDetails,2019-03-11 19:58:35,true
cfi000,cfi000.CreatePersonalDetails,2019-03-11 19:58:35,false
cfi000,emp001.ReadPersonalDetails,2019-03-11 19:58:35,false
cfi000,aaa000.CreatePersonalDetails,2019-03-11 19:58:35,true
aaa000,aaa000.ReadPersonalDetails,2019-03-11 19:58:35,true
aaa000,aaa000.AmendPersonalDetails,2019-03-11 19:58:35,true
aaa000,aaa000.ReadPersonalDetails,2019-03-11 19:58:35,true
aaa000,aaa000.ReadPersonalDetails,2019-03-11 19:58:35,true
cfi000,aaa000.CreatePersonalDetails,2019-03-13 20:07:50,true
cfi000,aaa000.ReadPersonalDetails,2019-03-13 20:07:50,true
cfi000,aaa000.AmendPersonalDetails,2019-03-13 20:07:50,true
cfi000,aaa000.ReadPersonalDetails,2019-03-13 20:07:50,true
cfi000,aaa000.ReadPersonalDetails,2019-03-13 20:07:50,true
aaa000,aaa000.CreatePersonalDetails,2019-03-13 20:07:50,false
cfi000,cfi000.CreatePersonalDetails,2019-03-13 20:07:51,true
cfi000,cfi000.ReadPersonalDetails,2019-03-13 20:07:51,true
cfi000,cfi000.CreatePersonalDetails,2019-03-13 20:07:51,true
cfi000,cfi000.CreatePersonalDetails,2019-03-13 20:07:51,false
cfi000,emp001.ReadPersonalDetails,2019-03-13 20:07:51,false
cfi000,aaa000.CreatePersonalDetails,2019-03-13 20:07:51,true
aaa000,aaa000.ReadPersonalDetails,2019-03-13 20:07:51,true
aaa000,aaa000.AmendPersonalDetails,2019-03-13 20:07:52,true
aaa000,aaa000.ReadPersonalDetails,2019-03-13 20:07:52,true
aaa000,aaa000.ReadPersonalDetails,2019-03-13 20:07:52,true
cfi000,aaa000.CreatePersonalDetails,2019-03-17 16:43:29,true
cfi000,aaa000.ReadPersonalDetails,2019-03-17 16:43:29,true
cfi000,aaa000.AmendPersonalDetails,2019-03-17 16:43:29,true
cfi000,aaa000.ReadPersonalDetails,2019-03-17 16:43:29,true
cfi000,aaa000.ReadPersonalDetails,2019-03-17 16:43:29,true
aaa000,aaa000.CreatePersonalDetails,2019-03-17 16:43:30,false
cfi000,cfi000.CreatePersonalDetails,2019-03-17 16:43:31,true
cfi000,cfi000.ReadPersonalDetails,2019-03-17 16:43:31,true
cfi000,cfi000.CreatePersonalDetails,2019-03-17 16:43:34,true
cfi000,cfi000.CreatePersonalDetails,2019-03-17 16:43:34,false
cfi000,emp001.ReadPersonalDetails,2019-03-17 16:43:35,false
cfi000,aaa000.CreatePersonalDetails,2019-03-17 16:43:35,true
aaa000,aaa000.ReadPersonalDetails,2019-03-17 16:43:35,true
aaa000,aaa000.AmendPersonalDetails,2019-03-17 16:43:35,true
aaa000,aaa000.ReadPersonalDetails,2019-03-17 16:43:35,true
aaa000,aaa000.ReadPersonalDetails,2019-03-17 16:43:36,true
cfi000,aaa000.CreatePersonalDetails,2019-03-17 16:44:40,true
cfi000,aaa000.ReadPersonalDetails,2019-03-17 16:44:40,true
cfi000,aaa000.AmendPersonalDetails,2019-03-17 16:44:40,true
cfi000,aaa000.ReadPersonalDetails,2019-03-17 16:44:40,true
cfi000,aaa000.ReadPersonalDetails,2019-03-17 16:44:40,true
aaa000,aaa000.CreatePersonalDetails,2019-03-17 16:44:41,false
cfi000,cfi000.CreatePersonalDetails,2019-03-17 16:44:42,true
cfi000,cfi000.ReadPersonalDetails,2019-03-17 16:44:42,true
cfi000,cfi000.CreatePersonalDetails,2019-03-17 16:44:45,true
cfi000,cfi000.CreatePersonalDetails,2019-03-17 16:44:45,false
cfi000,emp001.ReadPersonalDetails,2019-03-17 16:44:46,false
cfi000,aaa000.CreatePersonalDetails,2019-03-17 16:44:46,true
aaa000,aaa000.ReadPersonalDetails,2019-03-17 16:44:46,true
aaa000,aaa000.AmendPersonalDetails,2019-03-17 16:44:46,true
aaa000,aaa000.ReadPersonalDetails,2019-03-17 16:44:46,true
aaa000,aaa000.ReadPersonalDetails,2019-03-17 16:44:46,true
cfi000,aaa000.CreatePersonalDetails,2019-03-22 03:08:37,true
cfi000,aaa000.ReadPersonalDetails,2019-03-22 03:08:37,true
cfi000,aaa000.AmendPersonalDetails,2019-03-22 03:08:37,true
cfi000,aaa000.ReadPersonalDetails,2019-03-22 03:08:37,true
cfi000,aaa000.ReadPersonalDetails,2019-03-22 03:08:37,true
aaa000,aaa000.CreatePersonalDetails,2019-03-22 03:08:37,false
cfi000,cfi000.CreatePersonalDetails,2019-03-22 03:08:37,true
cfi000,cfi000.ReadPersonalDetails,2019-03-22 03:08:37,true
cfi000,cfi000.CreatePersonalDetails,2019-03-22 03:08:37,true
cfi000,cfi000.CreatePersonalDetails,2019-03-22 03:08:37,false
cfi000,emp001.ReadPersonalDetails,2019-03-22 03:08:38,false
cfi000,aaa000.CreatePersonalDetails,2019-03-22 03:08:38,true
aaa000,aaa000.ReadPersonalDetails,2019-03-22 03:08:38,true
aaa000,aaa000.AmendPersonalDetails,2019-03-22 03:08:38,true
aaa000,aaa000.ReadPersonalDetails,2019-03-22 03:08:38,true
aaa000,aaa000.ReadPersonalDetails,2019-03-22 03:08:38,true
cfi000,aaa000.CreatePersonalDetails,2019-03-23 13:47:52,true
cfi000,aaa000.ReadPersonalDetails,2019-03-23 13:47:52,true
cfi000,aaa000.AmendPersonalDetails,2019-03-23 13:47:52,true
cfi000,aaa000.ReadPersonalDetails,2019-03-23 13:47:52,true
cfi000,aaa000.ReadPersonalDetails,2019-03-23 13:47:52,true
aaa000,aaa000.CreatePersonalDetails,2019-03-23 13:47:52,false
cfi000,cfi000.CreatePersonalDetails,2019-03-23 13:47:52,true
cfi000,cfi000.ReadPersonalDetails,2019-03-23 13:47:52,true
cfi000,cfi000.CreatePersonalDetails,2019-03-23 13:47:53,true
cfi000,cfi000.CreatePersonalDetails,2019-03-23 13:47:53,false
cfi000,emp001.ReadPersonalDetails,2019-03-23 13:47:53,false
cfi000,aaa000.CreatePersonalDetails,2019-03-23 13:47:53,true
aaa000,aaa000.ReadPersonalDetails,2019-03-23 13:47:53,true
aaa000,aaa000.AmendPersonalDetails,2019-03-23 13:47:53,true
aaa000,aaa000.ReadPersonalDetails,2019-03-23 13:47:53,true
aaa000,aaa000.ReadPersonalDetails,2019-03-23 13:47:53,true
cfi000,cfi000.CreateAnnualReview,2019-03-23 14:43:50,false
mro000,cfi000.CreateAnnualReview,2019-03-23 14:43:51,false
cfi000,cfi000.CreateAnnualReview,2019-03-23 14:43:51,false
cfi000,aaa000.CreatePersonalDetails,2019-03-23 14:45:34,true
cfi000,aaa000.ReadPersonalDetails,2019-03-23 14:45:34,true
cfi000,aaa000.AmendPersonalDetails,2019-03-23 14:45:34,true
cfi000,aaa000.ReadPersonalDetails,2019-03-23 14:45:34,true
cfi000,aaa000.ReadPersonalDetails,2019-03-23 14:45:34,true
aaa000,aaa000.CreatePersonalDetails,2019-03-23 14:45:34,false
cfi000,cfi000.CreatePersonalDetails,2019-03-23 14:45:35,true
cfi000,cfi000.ReadPersonalDetails,2019-03-23 14:45:35,true
cfi000,cfi000.CreatePersonalDetails,2019-03-23 14:45:35,true
cfi000,cfi000.CreatePersonalDetails,2019-03-23 14:45:35,true
cfi000,cfi000.CreateAnnualReview,2019-03-23 14:45:35,false
mro000,cfi000.CreateAnnualReview,2019-03-23 14:45:35,false
cfi000,cfi000.CreateAnnualReview,2019-03-23 14:45:35,true
cfi000,emp001.ReadPersonalDetails,2019-03-23 14:45:35,false
cfi000,aaa000.CreatePersonalDetails,2019-03-23 14:45:35,true
aaa000,aaa000.ReadPersonalDetails,2019-03-23 14:45:35,true
cfi000,aaa000.CreatePersonalDetails,2019-03-23 14:45:52,true
cfi000,aaa000.ReadPersonalDetails,2019-03-23 14:45:52,true
aaa000,aaa000.CreatePersonalDetails,2019-03-23 14:45:52,false
cfi000,cfi000.CreatePersonalDetails,2019-03-23 14:45:52,true
cfi000,cfi000.ReadPersonalDetails,2019-03-23 14:45:52,true
cfi000,cfi000.CreatePersonalDetails,2019-03-23 14:45:52,true
cfi000,cfi000.CreatePersonalDetails,2019-03-23 14:45:53,true
cfi000,cfi000.CreateAnnualReview,2019-03-23 14:45:53,false
mro000,cfi000.CreateAnnualReview,2019-03-23 14:45:53,false
cfi000,cfi000.CreateAnnualReview,2019-03-23 14:45:53,false
cfi000,emp001.ReadPersonalDetails,2019-03-23 14:45:53,false
cfi000,aaa000.CreatePersonalDetails,2019-03-23 14:45:53,true
aaa000,aaa000.ReadPersonalDetails,2019-03-23 14:45:53,true
cfi000,aaa000.CreatePersonalDetails,2019-03-23 14:47:32,true
cfi000,aaa000.ReadPersonalDetails,2019-03-23 14:47:32,true
cfi000,aaa000.AmendPersonalDetails,2019-03-23 14:47:32,true
cfi000,aaa000.ReadPersonalDetails,2019-03-23 14:47:32,true
cfi000,aaa000.ReadPersonalDetails,2019-03-23 14:47:32,true
aaa000,aaa000.CreatePersonalDetails,2019-03-23 14:47:32,false
cfi000,cfi000.CreatePersonalDetails,2019-03-23 14:47:32,true
cfi000,cfi000.ReadPersonalDetails,2019-03-23 14:47:32,true
cfi000,cfi000.CreatePersonalDetails,2019-03-23 14:47:32,true
cfi000,cfi000.CreatePersonalDetails,2019-03-23 14:47:32,true
cfi000,cfi000.CreateAnnualReview,2019-03-23 14:47:33,false
mro000,cfi000.CreateAnnualReview,2019-03-23 14:47:33,false
cfi000,cfi000.CreateAnnualReview,2019-03-23 14:47:33,false
cfi000,emp001.ReadPersonalDetails,2019-03-23 14:47:33,false
cfi000,aaa000.CreatePersonalDetails,2019-03-23 14:47:33,true
aaa000,aaa000.ReadPersonalDetails,2019-03-23 14:47:33,true
aaa000,aaa000.AmendPersonalDetails,2019-03-23 14:47:33,true
aaa000,aaa000.ReadPersonalDetails,2019-03-23 14:47:33,true
aaa000,aaa000.ReadPersonalDetails,2019-03-23 14:47:33,true
cfi000,aaa000.CreatePersonalDetails,2019-03-23 14:47:53,true
cfi000,aaa000.ReadPersonalDetails,2019-03-23 14:47:54,true
cfi000,aaa000.AmendPersonalDetails,2019-03-23 14:47:54,true
cfi000,aaa000.ReadPersonalDetails,2019-03-23 14:47:54,true
cfi000,aaa000.ReadPersonalDetails,2019-03-23 14:47:54,true
aaa000,aaa000.CreatePersonalDetails,2019-03-23 14:47:54,false
cfi000,cfi000.CreatePersonalDetails,2019-03-23 14:47:54,true
cfi000,cfi000.ReadPersonalDetails,2019-03-23 14:47:54,true
cfi000,cfi000.CreatePersonalDetails,2019-03-23 14:47:54,true
cfi000,cfi000.CreatePersonalDetails,2019-03-23 14:47:54,true
cfi000,cfi000.CreateAnnualReview,2019-03-23 14:47:55,false
mro000,cfi000.CreateAnnualReview,2019-03-23 14:47:55,false
cfi000,cfi000.CreateAnnualReview,2019-03-23 14:47:55,false
cfi000,emp001.ReadPersonalDetails,2019-03-23 14:47:55,false
cfi000,aaa000.CreatePersonalDetails,2019-03-23 14:47:55,true
aaa000,aaa000.ReadPersonalDetails,2019-03-23 14:47:55,true
aaa000,aaa000.AmendPersonalDetails,2019-03-23 14:47:55,true
aaa000,aaa000.ReadPersonalDetails,2019-03-23 14:47:55,true
aaa000,aaa000.ReadPersonalDetails,2019-03-23 14:47:55,true
cfi000,aaa000.CreatePersonalDetails,2019-03-23 14:50:10,true
cfi000,aaa000.ReadPersonalDetails,2019-03-23 14:50:10,true
cfi000,aaa000.AmendPersonalDetails,2019-03-23 14:50:10,true
cfi000,aaa000.ReadPersonalDetails,2019-03-23 14:50:10,true
cfi000,aaa000.ReadPersonalDetails,2019-03-23 14:50:10,true
aaa000,aaa000.CreatePersonalDetails,2019-03-23 14:50:10,false
cfi000,cfi000.CreatePersonalDetails,2019-03-23 14:50:10,true
cfi000,cfi000.ReadPersonalDetails,2019-03-23 14:50:10,true
cfi000,cfi000.CreatePersonalDetails,2019-03-23 14:50:11,true
cfi000,cfi000.CreatePersonalDetails,2019-03-23 14:50:11,false
cfi000,cfi000.CreateAnnualReview,2019-03-23 14:50:11,false
mro000,cfi000.CreateAnnualReview,2019-03-23 14:50:11,false
cfi000,cfi000.CreateAnnualReview,2019-03-23 14:50:11,false
cfi000,emp001.ReadPersonalDetails,2019-03-23 14:50:11,false
cfi000,aaa000.CreatePersonalDetails,2019-03-23 14:50:11,true
aaa000,aaa000.ReadPersonalDetails,2019-03-23 14:50:11,true
aaa000,aaa000.AmendPersonalDetails,2019-03-23 14:50:11,true
aaa000,aaa000.ReadPersonalDetails,2019-03-23 14:50:11,true
aaa000,aaa000.ReadPersonalDetails,2019-03-23 14:50:11,true
cfi000,aaa000.CreatePersonalDetails,2019-03-23 14:51:32,true
cfi000,aaa000.ReadPersonalDetails,2019-03-23 14:51:32,true
cfi000,aaa000.AmendPersonalDetails,2019-03-23 14:51:32,true
cfi000,aaa000.ReadPersonalDetails,2019-03-23 14:51:32,true
cfi000,aaa000.ReadPersonalDetails,2019-03-23 14:51:32,true
